hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,146,2016,September,40,29,0,1,2,0.0,0,BB,United States,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,0,Transient-Party,116.1,0,0,Check-Out,2016-09-30
City Hotel,0,1,2016,January,4,20,0,1,2,0.0,0,BB,Angola,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,91.0,0,1,Check-Out,2016-01-21
City Hotel,0,48,2017,June,23,6,0,4,2,0.0,0,BB,France,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,150.0,0,1,Check-Out,2017-06-10
City Hotel,0,52,2016,December,50,9,1,2,2,0.0,0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,72.0,0,0,Check-Out,2016-12-12
Resort Hotel,0,146,2016,August,34,16,2,8,2,1.0,0,HB,Spain,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,248.2,0,1,Check-Out,2016-08-26
Resort Hotel,0,169,2016,March,14,31,1,3,2,0.0,0,BB,France,Groups,Direct,0,0,0,A,A,0,Refundable,0,Transient-Party,66.0,0,0,Check-Out,2016-04-04
City Hotel,0,39,2016,November,48,22,0,2,2,0.0,0,SC,France,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,88.0,0,0,Check-Out,2016-11-24
Resort Hotel,0,61,2017,July,28,9,1,0,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,210.0,1,1,Check-Out,2017-07-10
Resort Hotel,0,136,2016,September,37,10,0,1,2,0.0,0,BB,Switzerland,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient-Party,98.0,0,0,Check-Out,2016-09-11
City Hotel,1,46,2017,March,12,25,2,3,2,2.0,0,BB,Brazil,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,204.0,0,0,Canceled,2017-02-15
City Hotel,0,19,2016,September,39,19,1,2,2,0.0,0,BB,Switzerland,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,95.0,0,1,Check-Out,2016-09-22
City Hotel,1,24,2017,May,20,15,1,1,2,0.0,0,BB,China,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,135.0,0,0,Canceled,2017-04-22
Resort Hotel,0,128,2015,September,38,19,4,6,2,0.0,0,HB,United Kingdom,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,0,Transient,138.29,0,2,Check-Out,2015-09-29
City Hotel,0,24,2015,August,35,28,0,1,2,0.0,0,BB,Portugal,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,75.0,1,1,Check-Out,2015-08-29
Resort Hotel,0,236,2016,May,20,12,0,3,1,0.0,0,BB,Ireland,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,48.0,0,0,Check-Out,2016-05-15
City Hotel,1,1,2016,February,10,28,2,1,1,0.0,0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,60.0,0,0,Canceled,2016-02-27
City Hotel,0,43,2016,November,47,15,0,1,2,0.0,0,BB,Portugal,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,44.0,0,1,Check-Out,2016-11-16
Resort Hotel,0,0,2017,May,18,5,0,2,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.0,0,0,Check-Out,2017-05-07
City Hotel,0,1,2016,November,48,26,0,1,2,0.0,0,SC,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,95.0,0,0,Check-Out,2016-11-27
Resort Hotel,0,57,2016,November,48,24,0,3,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,63.8,1,1,Check-Out,2016-11-27
City Hotel,0,55,2016,July,28,7,0,1,1,0.0,0,BB,Italy,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,79.0,0,0,Check-Out,2016-07-08
City Hotel,1,114,2016,July,27,1,1,2,1,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,75.0,0,0,Canceled,2016-03-29
Resort Hotel,0,14,2017,June,24,16,0,2,2,0.0,0,HB,United Kingdom,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,172.0,0,1,Check-Out,2017-06-18
City Hotel,1,111,2017,February,5,1,4,10,2,0.0,0,BB,Portugal,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient-Party,98.1,0,2,Canceled,2016-10-18
Resort Hotel,0,5,2017,February,8,20,1,3,1,0.0,0,BB,Italy,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,0,Transient,33.65,0,2,Check-Out,2017-02-24
Resort Hotel,1,92,2016,December,50,9,0,2,2,0.0,0,BB,France,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,42.0,0,2,Canceled,2016-09-13
City Hotel,0,75,2017,April,14,5,0,4,1,0.0,0,BB,Netherlands,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2017-04-09
City Hotel,1,450,2017,July,28,11,0,1,2,0.0,0,BB,Italy,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,90.0,0,0,Canceled,2017-06-28
Resort Hotel,0,20,2015,August,35,23,2,5,2,0.0,0,HB,Ireland,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,155.77,0,0,Check-Out,2015-08-30
City Hotel,0,39,2017,June,24,15,0,3,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,122.67,0,1,Check-Out,2017-06-18
City Hotel,1,281,2015,July,30,25,2,2,2,0.0,0,BB,United Kingdom,Groups,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,Canceled,2015-07-06
City Hotel,0,269,2017,March,12,23,0,3,2,0.0,0,BB,Italy,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,72.0,0,0,Check-Out,2017-03-26
City Hotel,0,22,2015,November,46,14,1,1,2,0.0,0,BB,Switzerland,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,87.0,0,1,Check-Out,2015-11-16
Resort Hotel,0,20,2017,April,17,26,0,2,2,0.0,0,BB,Portugal,Online TA,TA/TO,1,0,1,E,E,0,No Deposit,0,Transient,115.0,0,1,Check-Out,2017-04-28
Resort Hotel,1,468,2016,May,20,12,0,2,2,0.0,0,HB,Italy,Groups,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient-Party,67.0,0,0,Canceled,2015-07-30
City Hotel,1,8,2017,January,4,25,0,2,1,0.0,0,BB,Kazakhstan,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,98.0,0,1,Canceled,2017-01-18
Resort Hotel,0,93,2016,August,32,2,0,4,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,189.0,0,0,Check-Out,2016-08-06
City Hotel,0,110,2015,December,50,9,0,4,2,0.0,0,BB,United Kingdom,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69,Transient-Party,70.0,0,0,Check-Out,2015-12-13
City Hotel,0,52,2017,January,1,6,0,1,2,0.0,0,HB,United Kingdom,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,127.8,0,2,Check-Out,2017-01-07
City Hotel,0,13,2017,July,31,30,2,1,3,0.0,0,BB,Austria,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,196.0,0,1,Check-Out,2017-08-02
City Hotel,0,118,2016,June,24,6,1,2,1,0.0,0,BB,Türkiye,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,110.0,0,0,Check-Out,2016-06-09
City Hotel,0,1,2015,August,33,11,0,2,2,2.0,0,SC,Germany,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,0,Contract,162.0,1,0,Check-Out,2015-08-13
City Hotel,1,356,2015,October,41,8,0,2,2,0.0,0,BB,France,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Contract,62.0,0,0,Canceled,2015-01-01
City Hotel,0,39,2015,August,33,10,1,1,2,0.0,0,BB,Italy,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,1,Check-Out,2015-08-12
Resort Hotel,0,23,2017,July,30,23,2,2,2,1.0,0,HB,Spain,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,258.0,0,0,Check-Out,2017-07-27
City Hotel,1,116,2016,May,20,10,1,5,2,0.0,0,BB,Australia,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,109.65,0,0,Canceled,2016-04-03
City Hotel,1,213,2016,June,24,7,0,3,2,0.0,0,BB,United Kingdom,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,62,Transient,130.0,0,0,Canceled,2016-01-08
City Hotel,0,26,2016,November,47,17,0,2,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,123.0,0,2,Check-Out,2016-11-19
Resort Hotel,0,3,2017,January,2,9,1,1,1,0.0,0,BB,Spain,Corporate,Corporate,1,1,4,A,A,0,No Deposit,0,Transient-Party,39.0,0,0,Check-Out,2017-01-11
Resort Hotel,1,128,2016,December,49,3,0,1,2,0.0,0,HB,United Kingdom,Groups,Direct,0,0,0,A,C,1,No Deposit,0,Transient-Party,64.0,0,0,Canceled,2016-11-23
City Hotel,1,151,2016,July,29,11,1,1,2,0.0,0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,82.45,0,1,Canceled,2016-02-11
City Hotel,1,294,2015,August,32,7,0,2,2,0.0,0,BB,Italy,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient-Party,62.0,0,0,Canceled,2015-07-02
Resort Hotel,0,17,2016,November,47,17,0,3,1,0.0,0,BB,Finland,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,62.0,1,2,Check-Out,2016-11-20
City Hotel,0,11,2016,February,8,14,1,0,3,0.0,0,BB,France,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,127.0,0,1,Check-Out,2016-02-15
City Hotel,0,6,2017,January,2,11,2,5,2,0.0,0,SC,France,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,76.94,0,2,Check-Out,2017-01-18
Resort Hotel,0,3,2016,January,4,18,1,0,1,0.0,0,BB,Italy,Corporate,Corporate,0,0,0,A,D,1,No Deposit,0,Transient,30.0,0,0,Check-Out,2016-01-19
City Hotel,1,344,2015,September,39,26,2,1,2,0.0,0,BB,Portugal,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,170.0,0,0,Canceled,2015-06-30
City Hotel,1,21,2017,February,9,26,2,2,2,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,100.3,0,1,Canceled,2017-02-08
City Hotel,0,42,2017,August,32,10,0,3,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,0,Transient,250.0,0,1,Check-Out,2017-08-13
Resort Hotel,0,148,2016,December,51,17,8,20,2,0.0,0,HB,Spain,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,67.82,0,0,Check-Out,2017-01-14
City Hotel,0,16,2015,September,39,25,2,3,1,0.0,0,BB,France,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,170.0,0,1,Check-Out,2015-09-30
City Hotel,0,215,2016,November,48,21,1,1,1,0.0,0,BB,Croatia,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,75.0,0,0,Check-Out,2016-11-23
Resort Hotel,0,0,2017,January,3,17,0,0,2,0.0,0,BB,Italy,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,0,Transient,0.0,0,1,Check-Out,2017-01-17
City Hotel,1,34,2017,May,18,1,1,5,2,0.0,0,SC,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,149.0,0,0,Canceled,2017-03-30
City Hotel,0,51,2016,October,41,2,2,0,3,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,151.2,0,1,Check-Out,2016-10-04
City Hotel,1,34,2017,July,28,9,2,2,2,0.0,0,SC,United States,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,130.0,0,1,Canceled,2017-06-05
City Hotel,1,80,2017,March,13,31,0,2,2,0.0,0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,90.0,0,0,Canceled,2017-01-10
City Hotel,1,3,2016,September,38,11,2,5,1,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,179.71,0,1,Canceled,2016-09-09
Resort Hotel,0,12,2016,April,18,27,0,3,2,0.0,0,Undefined,Portugal,Groups,Direct,0,0,0,A,A,1,No Deposit,0,Transient-Party,85.33,0,0,Check-Out,2016-04-30
City Hotel,1,372,2016,July,29,14,0,2,2,0.0,0,BB,Spain,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,Canceled,2015-10-21
Resort Hotel,0,71,2016,December,53,30,1,2,2,0.0,0,BB,Italy,Offline TA/TO,TA/TO,0,0,0,D,E,1,No Deposit,0,Transient,120.0,0,0,Check-Out,2017-01-02
Resort Hotel,0,78,2015,September,37,6,2,5,2,0.0,0,HB,Spain,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,163.0,1,0,Check-Out,2015-09-13
City Hotel,0,37,2016,March,13,24,0,3,2,0.0,0,BB,France,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,117.6,0,1,Check-Out,2016-03-27
City Hotel,0,31,2016,February,6,3,0,4,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,80.3,0,0,Check-Out,2016-02-07
Resort Hotel,0,205,2017,March,10,7,4,10,2,0.0,0,BB,Netherlands,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,0,Transient,55.8,0,2,Check-Out,2017-03-21
City Hotel,1,454,2016,October,41,6,0,2,2,0.0,0,BB,Italy,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,Canceled,2015-10-21
Resort Hotel,1,90,2016,June,27,26,2,4,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,123.33,0,1,Canceled,2016-05-06
City Hotel,1,295,2016,April,18,28,0,2,2,0.0,0,BB,Spain,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,1,60,2017,July,27,2,2,0,2,0.0,0,BB,China,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126.0,0,1,Canceled,2017-07-02
City Hotel,1,74,2016,October,43,21,0,2,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,132.3,0,0,Canceled,2016-08-08
City Hotel,1,273,2016,May,20,13,1,2,2,0.0,0,BB,Italy,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,95.0,0,0,Canceled,2015-12-18
City Hotel,0,2,2017,April,14,5,0,1,2,0.0,0,SC,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,150.0,0,1,Check-Out,2017-04-06
Resort Hotel,0,99,2015,July,29,14,2,7,2,0.0,0,BB,Ireland,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,107.0,0,1,Check-Out,2015-07-23
City Hotel,1,60,2016,March,10,3,0,3,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,0,Transient,87.3,0,1,Canceled,2016-01-22
City Hotel,0,4,2017,July,29,17,1,0,1,0.0,0,BB,United Kingdom,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,145.0,0,0,Check-Out,2017-07-18
Resort Hotel,1,149,2016,July,30,23,2,5,2,1.0,0,FB,Portugal,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,0,Transient,195.75,0,1,Canceled,2016-03-17
Resort Hotel,0,1,2017,August,32,7,1,0,2,2.0,0,BB,Morocco,Direct,TA/TO,1,0,0,C,C,0,No Deposit,0,Transient,245.0,0,2,Check-Out,2017-08-08
City Hotel,0,12,2016,April,17,17,2,1,2,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,101.0,0,2,Check-Out,2016-04-20
City Hotel,0,14,2015,October,43,19,1,1,2,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,126.0,0,2,Check-Out,2015-10-21
Resort Hotel,0,7,2016,February,7,9,0,2,1,0.0,0,HB,United Kingdom,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,37.0,0,0,Check-Out,2016-02-11
Resort Hotel,1,4,2017,February,7,18,0,1,2,0.0,0,BB,Italy,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,Transient,40.0,0,0,Canceled,2017-02-18
Resort Hotel,1,83,2017,May,18,3,0,4,2,0.0,0,HB,France,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,147.0,0,0,Canceled,2017-02-09
City Hotel,1,158,2016,May,22,24,0,2,1,0.0,0,BB,Portugal,Groups,TA/TO,0,0,0,A,A,0,Non Refund,31,Transient,130.0,0,0,Canceled,2016-01-18
City Hotel,0,80,2016,July,31,28,0,3,2,0.0,0,BB,Spain,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,120.0,0,0,Check-Out,2016-07-31
City Hotel,1,37,2017,March,12,21,0,3,2,0.0,0,SC,Switzerland,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,88.0,0,0,Canceled,2017-03-05
City Hotel,0,2,2016,April,17,17,2,1,2,0.0,0,BB,Italy,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,99.0,0,0,Check-Out,2016-04-20
City Hotel,1,41,2016,October,43,21,0,2,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,160.0,0,1,Canceled,2016-09-16
Resort Hotel,0,104,2015,July,29,16,2,5,2,0.0,0,BB,United Kingdom,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,88.4,0,0,Check-Out,2015-07-23
City Hotel,0,64,2016,May,20,10,0,4,2,0.0,0,SC,United Kingdom,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,85.0,0,0,Check-Out,2016-05-14
City Hotel,0,0,2016,October,42,12,0,1,1,0.0,0,BB,Germany,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,120.0,0,0,Check-Out,2016-10-13
City Hotel,1,350,2016,June,25,17,0,2,2,0.0,0,BB,Germany,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,140.0,0,0,Canceled,2015-08-11
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,Italy,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,100.0,0,0,Canceled,2016-04-04
City Hotel,1,178,2016,April,18,28,0,3,1,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,46,Transient,110.0,0,0,Canceled,2015-12-18
Resort Hotel,0,108,2015,July,28,10,0,2,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,87.3,0,2,Check-Out,2015-07-12
Resort Hotel,0,0,2017,July,30,27,0,1,2,0.0,0,BB,Portugal,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,184.0,0,0,Check-Out,2017-07-28
City Hotel,0,64,2017,April,15,13,0,2,2,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,144.0,1,2,Check-Out,2017-04-15
Resort Hotel,1,182,2016,June,23,3,1,2,2,0.0,0,HB,Germany,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,97.3,0,0,Canceled,2016-01-20
City Hotel,1,142,2017,June,26,28,0,3,2,1.0,0,BB,Norway,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,135.0,0,0,Canceled,2017-05-14
City Hotel,0,55,2016,September,39,18,1,0,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,135.9,0,1,Check-Out,2016-09-19
Resort Hotel,0,64,2016,November,47,19,2,2,2,0.0,0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,29.0,0,0,Check-Out,2016-11-23
Resort Hotel,0,157,2016,December,53,30,0,2,2,1.0,0,BB,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,88.41,0,2,Check-Out,2017-01-01
City Hotel,0,66,2016,September,36,2,1,2,2,0.0,0,SC,United Kingdom,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,87.3,0,1,Check-Out,2016-09-05
City Hotel,0,273,2015,July,29,17,0,2,2,0.0,0,HB,Portugal,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,109.0,0,0,Check-Out,2015-07-19
City Hotel,1,195,2015,September,38,17,0,2,2,0.0,0,BB,Spain,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient,48.0,0,0,Canceled,2015-07-23
Resort Hotel,1,234,2016,July,28,5,2,8,2,2.0,0,HB,Italy,Offline TA/TO,TA/TO,0,1,0,C,C,0,No Deposit,0,Transient,123.3,0,0,Canceled,2015-11-17
City Hotel,0,11,2015,September,37,9,0,3,2,0.0,0,BB,France,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.85,0,1,Check-Out,2015-09-12
City Hotel,0,219,2015,September,36,4,1,2,1,0.0,0,BB,Sweden,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,76.67,0,1,Check-Out,2015-09-07
Resort Hotel,0,17,2016,December,52,19,1,2,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,71.0,1,0,Check-Out,2016-12-22
City Hotel,0,298,2016,May,20,10,0,2,2,0.0,0,BB,New Zealand,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,207,Transient-Party,93.0,0,0,Check-Out,2016-05-12
Resort Hotel,0,297,2017,August,32,6,4,5,2,0.0,0,HB,France,Direct,Direct,0,0,0,D,D,1,No Deposit,0,Transient,170.95,0,0,Check-Out,2017-08-15
City Hotel,1,134,2015,December,49,4,2,2,2,0.0,0,BB,Germany,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,91,Transient,65.0,0,0,Canceled,2015-10-22
Resort Hotel,0,19,2016,November,49,27,2,2,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,48.0,0,2,Check-Out,2016-12-01
City Hotel,0,214,2016,November,48,20,2,2,1,0.0,0,BB,Netherlands,Groups,Corporate,0,0,0,A,A,1,No Deposit,0,Transient,75.0,0,0,Check-Out,2016-11-24
Resort Hotel,0,28,2017,April,15,13,0,2,2,0.0,0,BB,Brazil,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient,127.0,0,1,Check-Out,2017-04-15
Resort Hotel,0,0,2015,October,41,7,0,1,3,0.0,0,BB,Angola,Complementary,Direct,0,0,0,A,C,1,No Deposit,0,Transient,0.0,0,0,Check-Out,2015-10-08
City Hotel,0,20,2015,July,30,22,0,2,2,0.0,0,BB,France,Groups,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,62.0,0,0,Check-Out,2015-07-24
Resort Hotel,1,258,2016,December,53,26,2,5,2,0.0,0,HB,Portugal,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,81.01,0,0,Canceled,2016-09-05
Resort Hotel,1,68,2015,August,34,22,2,5,2,0.0,0,HB,Portugal,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,133.0,0,0,Canceled,2015-07-09
City Hotel,1,43,2017,June,23,8,0,2,3,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,240.0,0,1,Canceled,2017-04-26
Resort Hotel,0,0,2017,April,14,3,1,1,1,0.0,0,BB,Portugal,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,45.0,0,0,Check-Out,2017-04-05
City Hotel,1,174,2017,June,22,1,0,3,2,0.0,0,BB,Italy,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,2016-12-09
City Hotel,1,34,2016,June,26,19,2,1,2,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,122.4,0,0,Canceled,2016-05-18
City Hotel,1,80,2015,July,29,16,0,2,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,76.5,0,1,Canceled,2015-04-29
Resort Hotel,1,126,2017,July,28,15,2,5,2,0.0,0,HB,Germany,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,192.0,0,1,Canceled,2017-03-12
City Hotel,1,329,2015,September,37,11,2,3,2,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,90.0,0,0,Canceled,2015-02-20
City Hotel,1,36,2016,September,40,28,0,3,2,0.0,0,BB,Portugal,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,75.0,0,0,Canceled,2016-08-24
City Hotel,1,163,2016,September,37,8,0,3,2,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,110.0,0,0,Canceled,2016-06-20
Resort Hotel,0,3,2016,September,37,5,1,3,2,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,168.5,1,1,Check-Out,2016-09-09
City Hotel,0,167,2017,August,35,30,0,2,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,112.5,0,2,Check-Out,2017-09-01
City Hotel,0,0,2016,June,27,26,1,0,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,105.3,0,0,Check-Out,2016-06-27
City Hotel,1,164,2017,June,24,15,2,5,3,0.0,0,BB,Sweden,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,160.89,0,0,Canceled,2017-02-01
Resort Hotel,0,89,2016,April,16,16,2,4,2,0.0,0,Undefined,Romania,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,71.76,0,0,Check-Out,2016-04-22
City Hotel,0,19,2016,July,28,5,0,4,2,0.0,0,BB,Belgium,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,175.0,1,2,Check-Out,2016-07-09
